ts,pkt_no,eth_src,eth_dst,eth_type,ip_src,ip_dst,ip_proto,tcp_flags,tcp_sport,tcp_dport,udp_len,udp_sport,udp_dport,arp_op,arp_psrc,arp_pdst,arp_hwsrc,arp_hwdst,dhcp_msgtype,dhcp_server_id,dhcp_yiaddr,dns_qname,dns_qtype,dns_ans,tcp_syn
1761571002.532664,1,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x806,None,None,0,None,None,0,None,None,0,1,10.89.153.28,10.89.153.232,08:00:27:13:80:5a,00:00:00:00:00:00,None,None,None,None,None,None,0
1761571002.533573,2,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x806,None,None,0,None,None,0,None,None,0,2,10.89.153.232,10.89.153.28,46:f2:67:ee:7b:16,08:00:27:13:80:5a,None,None,None,None,None,None,0
1761571007.65467,3,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,23.58.31.18,6,A,56760.0,80,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571007.8557675,4,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,23.58.31.18,10.89.153.28,6,A,80.0,56760,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571010.213067,5,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,3.233.158.112,6,A,48866.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571010.9100077,6,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,3.233.158.112,10.89.153.28,6,A,443.0,48866,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571011.4250932,7,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571011.489655,8,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571011.68632,9,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571011.6865149,10,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571012.7431767,11,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,3.233.158.112,10.89.153.28,6,PA,443.0,48866,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571012.7435763,12,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,3.233.158.112,10.89.153.28,6,FA,443.0,48866,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571012.7438052,13,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,3.233.158.112,6,A,48866.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571012.7440262,14,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,3.233.158.112,6,PA,48866.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571012.7442074,15,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,3.233.158.112,6,FA,48866.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571013.0562246,16,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,3.233.158.112,10.89.153.28,6,R,443.0,48866,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571013.0755568,17,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,3.233.158.112,10.89.153.28,6,R,443.0,48866,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571017.8907323,18,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,23.58.31.18,6,A,56760.0,80,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571018.098484,19,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,23.58.31.18,10.89.153.28,6,A,80.0,56760,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571019.1708477,20,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,A,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571019.5015562,21,46:f2:67:ee:7b:16,ff:ff:ff:ff:ff:ff,0x806,None,None,0,None,None,0,None,None,0,1,10.89.153.232,10.89.153.110,46:f2:67:ee:7b:16,00:00:00:00:00:00,None,None,None,None,None,None,0
1761571019.7959805,22,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.208.16.95,10.89.153.28,6,A,443.0,45176,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571025.319308,23,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571025.535017,24,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571026.312328,25,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.18.32.47,6,PA,58186.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571026.3529809,26,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.18.32.47,10.89.153.28,6,A,443.0,58186,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571026.3532352,27,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.18.32.47,10.89.153.28,6,PA,443.0,58186,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571026.353397,28,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.18.32.47,6,A,58186.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571028.134637,29,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,23.58.31.18,6,A,56760.0,80,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571028.164428,30,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,23.58.31.18,10.89.153.28,6,A,80.0,56760,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571029.7223654,31,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571029.9486258,32,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571030.3563604,33,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571030.356521,34,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571033.990328,35,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,54.0,27706.0,53,0,None,None,None,None,None,None,None,marketplace.visualstudio.com.,28.0,None,0
1761571033.9929795,36,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,54.0,4561.0,53,0,None,None,None,None,None,None,None,marketplace.visualstudio.com.,1.0,None,0
1761571033.994378,37,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,54.0,54588.0,53,0,None,None,None,None,None,None,None,marketplace.visualstudio.com.,65.0,None,0
1761571034.219604,38,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,10.89.153.232,10.89.153.28,17,None,None,0,188.0,53.0,27706,0,None,None,None,None,None,None,None,marketplace.visualstudio.com.,28.0,b'marketplace-visualstudio-com.bx-0007.bx-msedge.net.',0
1761571034.2342696,39,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,10.89.153.232,10.89.153.28,17,None,None,0,164.0,53.0,4561,0,None,None,None,None,None,None,None,marketplace.visualstudio.com.,1.0,b'marketplace-visualstudio-com.bx-0007.bx-msedge.net.',0
1761571034.235498,40,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,10.89.153.232,10.89.153.28,17,None,None,0,189.0,53.0,54588,0,None,None,None,None,None,None,None,marketplace.visualstudio.com.,65.0,b'marketplace-visualstudio-com.bx-0007.bx-msedge.net.',0
1761571034.2501433,41,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.2592928,42,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.2594578,43,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.262048,44,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.2628653,45,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.312157,46,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.312307,47,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.313118,48,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.3132615,49,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.315102,50,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.362712,51,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.3629563,52,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.363088,53,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.3666148,54,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.366813,55,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.3793674,56,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.3795588,57,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.3797176,58,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.397885,59,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.3988388,60,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.4024932,61,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.4026556,62,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.4028084,63,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.4150968,64,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.447822,65,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.4578085,66,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.8408422,67,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.8419242,68,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.847998,69,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.9120452,70,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.920671,71,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.9209187,72,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.9210906,73,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.9212103,74,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571034.9616854,75,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x86dd,None,None,0,None,None,0,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571035.889931,76,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,58.0,54596.0,53,0,None,None,None,None,None,None,None,mobile.events.data.microsoft.com.,28.0,None,0
1761571035.8903117,77,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,58.0,22038.0,53,0,None,None,None,None,None,None,None,mobile.events.data.microsoft.com.,1.0,None,0
1761571035.8905888,78,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,58.0,54639.0,53,0,None,None,None,None,None,None,None,mobile.events.data.microsoft.com.,65.0,None,0
1761571035.8908906,79,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,PA,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571035.8910944,80,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,PA,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571035.893711,81,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,PA,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571035.893935,82,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,PA,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571035.8941352,83,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,PA,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571035.975787,84,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,58.0,29998.0,53,0,None,None,None,None,None,None,None,ms-python.gallerycdn.vsassets.io.,28.0,None,0
1761571035.976146,85,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,58.0,41966.0,53,0,None,None,None,None,None,None,None,ms-python.gallerycdn.vsassets.io.,1.0,None,0
1761571035.984249,86,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,58.0,55614.0,53,0,None,None,None,None,None,None,None,ms-python.gallerycdn.vsassets.io.,65.0,None,0
1761571036.1203902,87,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,10.89.153.232,10.89.153.28,17,None,None,0,181.0,53.0,22038,0,None,None,None,None,None,None,None,mobile.events.data.microsoft.com.,1.0,b'mobile.events.data.trafficmanager.net.',0
1761571036.1215196,88,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,10.89.153.232,10.89.153.28,17,None,None,0,222.0,53.0,54639,0,None,None,None,None,None,None,None,mobile.events.data.microsoft.com.,65.0,b'mobile.events.data.trafficmanager.net.',0
1761571036.3570657,89,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.208.16.95,10.89.153.28,6,A,443.0,45176,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.3575375,90,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.208.16.95,10.89.153.28,6,A,443.0,45176,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.362436,91,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.208.16.95,10.89.153.28,6,A,443.0,45176,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.3627777,92,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.208.16.95,10.89.153.28,6,PA,443.0,45176,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.3630292,93,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.208.16.95,10.89.153.28,6,A,443.0,45176,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.3941665,94,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,A,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.4267747,95,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,A,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.7570024,96,46:f2:67:ee:7b:16,08:00:27:13:80:5a,0x800,104.208.16.95,10.89.153.28,6,A,443.0,45176,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.7574031,97,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,A,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.757626,98,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,104.208.16.95,6,A,45176.0,443,None,None,0,0,None,None,None,None,None,None,None,None,None,None,0
1761571036.9008443,99,08:00:27:13:80:5a,46:f2:67:ee:7b:16,0x800,10.89.153.28,10.89.153.232,17,None,None,0,58.0,13911.0,53,0,None,None,None,None,None,None,None,mobile.events.data.microsoft.com.,28.0,None,0
