timestamp,threat_type,source_ip,source_mac,details
2025-10-29 10:34:13.836680,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 10:34:19.708932,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 10:34:23.369840,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 10:34:26.767209,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 10:34:28.768552,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'westus-0.in.ai.monitor.azure.com.']"
2025-10-29 10:36:31.035094,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '57.144.211.32']"
2025-10-29 10:36:33.421748,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '57.144.211.32']"
2025-10-29 10:36:37.131255,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '57.144.211.32']"
2025-10-29 10:37:25.653248,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:37:33.534909,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:37:37.501720,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:37:51.317894,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:00.284885,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:03.053526,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:05.554016,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:19.819569,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:22.019516,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:24.964989,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:27.905283,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:32.479201,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:37.234465,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:40.973655,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:38:45.154459,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-12-03 19:46:21.116204,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: [None, b'mobile.events.data.trafficmanager.net.']"
2025-12-03 19:46:30.306623,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: [None, b'mobile.events.data.trafficmanager.net.']"
2025-12-03 19:49:46.661104,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: [None, b'mobile.events.data.trafficmanager.net.']"
2025-12-03 19:49:48.926366,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: [None, b'mobile.events.data.trafficmanager.net.']"
2025-12-03 19:49:53.018233,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: [None, b'mobile.events.data.trafficmanager.net.']"
2025-12-03 19:50:03.369103,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: [None, b'mobile.events.data.trafficmanager.net.']"
2025-12-03 19:52:02.742630,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.111', '2600:1f18:24e6:b901:fbdc:7182:a89c:6101']"
2025-12-03 19:52:04.962948,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.111', '2600:1f18:24e6:b901:fbdc:7182:a89c:6101']"
2025-12-03 19:52:07.084188,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.111', '2600:1f18:24e6:b901:fbdc:7182:a89c:6101']"
2025-12-03 19:52:09.108475,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.111', '2600:1f18:24e6:b901:fbdc:7182:a89c:6101']"
2025-12-03 19:54:13.725647,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:15.942818,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:17.993660,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:23.744486,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:27.830502,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:29.767152,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:32.422889,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:34.566463,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:36.736209,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:38.874750,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.114']"
2025-12-03 19:54:41.056189,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:54:43.312628,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:54:45.334244,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:54:47.694211,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:54:55.135374,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:55:02.804949,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:55:04.826667,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:55:07.082186,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:55:09.071198,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:55:12.089432,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:55:15.181099,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:55:17.426074,ARP Spoofing,192.168.1.1,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-03 19:56:27.005060,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:633c:1d50:cbd8:2a53']"
2025-12-03 19:56:29.092531,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:633c:1d50:cbd8:2a53']"
2025-12-03 19:56:31.387454,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:633c:1d50:cbd8:2a53']"
2025-12-03 19:56:33.549672,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:633c:1d50:cbd8:2a53']"
2025-12-03 19:56:35.698705,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:633c:1d50:cbd8:2a53']"
2025-12-03 19:56:37.710152,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:633c:1d50:cbd8:2a53']"
2025-12-03 19:59:37.615115,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:2d16:a724:7ca3:5c63']"
2025-12-03 19:59:39.816076,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:2d16:a724:7ca3:5c63']"
2025-12-03 19:59:41.838831,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:2d16:a724:7ca3:5c63']"
2025-12-03 19:59:43.983349,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.112']"
2025-12-03 19:59:46.211439,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.112']"
2025-12-03 19:59:48.192541,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.24', '2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.112']"
2025-12-03 19:59:50.254712,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.112']"
2025-12-03 19:59:52.299594,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['2600:1f18:24e6:b900:2d16:a724:7ca3:5c63', '3.233.158.112']"
2025-12-03 20:00:33.174383,ML Anomaly,34.36.137.203,Blocked via ML,Score=-0.12910179343315953
2025-12-03 20:00:33.191895,ARP Spoofing,34.36.137.203,Blocked via firewall,Firewall rule added: DROP all traffic from 34.36.137.203
2025-12-03 20:01:09.037290,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:11.277988,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:13.324602,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:15.387857,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:17.411320,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:19.629981,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:21.824616,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:23.885203,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:27.108204,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:29.270270,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:31.410969,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:33.563704,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-03 20:01:35.743479,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"Suspicious IPs: ['3.233.158.25', '2600:1f18:24e6:b902:b031:28ae:e5c:782b']"
2025-12-04 19:19:34.611449,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:21:48.777839,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:21:50.981501,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:21:53.145328,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:21:55.471290,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:21:57.471489,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:21:59.493312,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:22:01.519458,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:22:03.507443,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:22:05.592863,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:22:07.532223,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:22:09.550151,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:22:11.583013,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:22:13.735392,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:34:36.596815,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:34:40.561196,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:34:42.660047,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:34:49.003277,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:34:51.508121,ARP Spoofing,192.168.1.1,local,Blocked via firewall,Firewall rule added: DROP all traffic from 192.168.1.1
2025-12-04 19:55:10.899908,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"IPs: [b'Shakeeb-Laptop._dosvc._tcp.local.', '2001:4490:4c15:d05c:c7c1:f595:bff2:d921']"
2025-12-04 19:55:12.866265,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"IPs: [b'Shakeeb-Laptop._dosvc._tcp.local.', '2001:4490:4c15:d05c:c7c1:f595:bff2:d921']"
2025-12-04 19:55:14.873505,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"IPs: [b'Shakeeb-Laptop._dosvc._tcp.local.', '2001:4490:4c15:d05c:c7c1:f595:bff2:d921']"
2025-12-04 19:55:16.877878,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"IPs: [b'Shakeeb-Laptop._dosvc._tcp.local.', '2001:4490:4c15:d05c:c7c1:f595:bff2:d921']"
2025-12-04 19:55:19.103177,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"IPs: [b'Shakeeb-Laptop._dosvc._tcp.local.', '2001:4490:4c15:d05c:c7c1:f595:bff2:d921']"
2025-12-04 19:55:21.244412,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"IPs: [b'Shakeeb-Laptop._dosvc._tcp.local.', '2001:4490:4c15:d05c:c7c1:f595:bff2:d921']"
2025-12-04 21:24:58.221876,DNS Spoofing,Unknown,Switched DNS to 1.1.1.1,"IPs detected: ['104.18.41.158', '2a06:98c1:3104::ac40:9262']"
2025-12-04 23:32:02.538818,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
2025-12-04 23:32:20.895371,DNS Spoofing,Unknown,DNS switched to 1.1.1.1,"IPs: [b'marketplace-visualstudio-com.bx-0007.bx-msedge.net.', b'marketplace-visualstudio-com.bx-0007.bx-m.']"
2025-12-04 23:37:11.059678,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
2025-12-04 23:39:47.275639,ARP Spoofing,,Blocked via firewall,"Exception occurred while blocking None: expected str, bytes or os.PathLike object, not NoneType"
2025-12-04 23:39:47.311319,ML Anomaly,,Blocked via ML,Score=-0.12787644057972314
2025-12-04 23:42:40.076857,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
2025-12-04 23:45:00.956066,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
2025-12-04 23:45:58.540204,ARP Spoofing,,Blocked via firewall,"Exception occurred while blocking None: expected str, bytes or os.PathLike object, not NoneType"
2025-12-04 23:45:58.621412,ML Anomaly,,Blocked via ML,Score=-0.12787644057972314
2025-12-05 11:52:38.253957,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
2025-12-05 15:06:04.087778,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
2025-12-05 15:13:21.228397,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
2025-12-05 15:14:17.881999,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
2025-12-05 15:14:29.049914,ARP Spoofing,,Blocked via firewall,"Exception occurred while blocking None: expected str, bytes or os.PathLike object, not NoneType"
2025-12-05 15:14:29.073427,ML Anomaly,,Blocked via ML,Score=-0.12787644057972314
2025-12-05 15:14:48.785551,ARP Spoofing,,Already mitigated earlier,Duplicate block prevented for None
2025-12-05 15:14:48.810159,ML Anomaly,,Blocked via ML,Score=-0.12787644057972314
2025-12-05 15:15:47.683017,ARP Spoofing,,Already mitigated earlier,Duplicate block prevented for None
2025-12-05 15:15:47.709372,ML Anomaly,,Blocked via ML,Score=-0.12787644057972314
2025-12-05 15:17:55.562388,ARP Spoofing,192.168.1.1,Skipped blocking (Gateway IP),"Gateway detected, firewall rule not applied"
